imageId,articleTypeName,categoryName,articleTypeId,categoryId
9464,Shirts,Topwear,1,0
8194,Shirts,Topwear,1,0
26103,Shirts,Topwear,1,0
11117,Shirts,Topwear,1,0
8858,Shirts,Topwear,1,0
10484,Shirts,Topwear,1,0
44672,Shirts,Topwear,1,0
29667,Shirts,Topwear,1,0
8735,Shirts,Topwear,1,0
46376,Shirts,Topwear,1,0
59454,Shirts,Topwear,1,0
10478,Shirts,Topwear,1,0
9506,Shirts,Topwear,1,0
22354,Shirts,Topwear,1,0
31028,Shirts,Topwear,1,0
26114,Shirts,Topwear,1,0
25538,Shirts,Topwear,1,0
27880,Shirts,Topwear,1,0
22380,Shirts,Topwear,1,0
11081,Shirts,Topwear,1,0
9569,Shirts,Topwear,1,0
10790,Shirts,Topwear,1,0
19715,Shirts,Topwear,1,0
19469,Shirts,Topwear,1,0
59875,Shirts,Topwear,1,0
16335,Shirts,Topwear,1,0
19724,Shirts,Topwear,1,0
5972,Shirts,Topwear,1,0
33993,Shirts,Topwear,1,0
17751,Shirts,Topwear,1,0
48062,Shirts,Topwear,1,0
48065,Shirts,Topwear,1,0
14287,Shirts,Topwear,1,0
8150,Shirts,Topwear,1,0
12659,Shirts,Topwear,1,0
5431,Shirts,Topwear,1,0
18744,Shirts,Topwear,1,0
33322,Shirts,Topwear,1,0
29820,Shirts,Topwear,1,0
21020,Shirts,Topwear,1,0
27169,Shirts,Topwear,1,0
20131,Shirts,Topwear,1,0
5964,Shirts,Topwear,1,0
16272,Shirts,Topwear,1,0
14757,Shirts,Topwear,1,0
20169,Shirts,Topwear,1,0
8818,Shirts,Topwear,1,0
33546,Shirts,Topwear,1,0
35259,Shirts,Topwear,1,0
59441,Shirts,Topwear,1,0
19841,Shirts,Topwear,1,0
8896,Shirts,Topwear,1,0
37726,Shirts,Topwear,1,0
33549,Shirts,Topwear,1,0
16466,Shirts,Topwear,1,0
22404,Shirts,Topwear,1,0
34040,Shirts,Topwear,1,0
33056,Shirts,Topwear,1,0
9474,Shirts,Topwear,1,0
14511,Shirts,Topwear,1,0
8868,Shirts,Topwear,1,0
27882,Shirts,Topwear,1,0
9250,Shirts,Topwear,1,0
27539,Shirts,Topwear,1,0
20164,Shirts,Topwear,1,0
8748,Shirts,Topwear,1,0
19847,Shirts,Topwear,1,0
19850,Shirts,Topwear,1,0
41388,Shirts,Topwear,1,0
23205,Shirts,Topwear,1,0
22407,Shirts,Topwear,1,0
39728,Shirts,Topwear,1,0
51412,Shirts,Topwear,1,0
9878,Shirts,Topwear,1,0
43307,Shirts,Topwear,1,0
16387,Shirts,Topwear,1,0
13885,Shirts,Topwear,1,0
12470,Shirts,Topwear,1,0
13874,Shirts,Topwear,1,0
57287,Shirts,Topwear,1,0
31029,Shirts,Topwear,1,0
9642,Shirts,Topwear,1,0
15915,Shirts,Topwear,1,0
29711,Shirts,Topwear,1,0
7175,Shirts,Topwear,1,0
16405,Shirts,Topwear,1,0
8823,Shirts,Topwear,1,0
13051,Shirts,Topwear,1,0
33066,Shirts,Topwear,1,0
10051,Shirts,Topwear,1,0
29665,Shirts,Topwear,1,0
5993,Shirts,Topwear,1,0
18886,Shirts,Topwear,1,0
19853,Shirts,Topwear,1,0
12327,Shirts,Topwear,1,0
26424,Shirts,Topwear,1,0
14769,Shirts,Topwear,1,0
22379,Shirts,Topwear,1,0
23204,Shirts,Topwear,1,0
12026,Shirts,Topwear,1,0
7139,Shirts,Topwear,1,0
12234,Shirts,Topwear,1,0
55599,Shirts,Topwear,1,0
41591,Shirts,Topwear,1,0
17183,Shirts,Topwear,1,0
2134,Shirts,Topwear,1,0
23180,Shirts,Topwear,1,0
11109,Shirts,Topwear,1,0
15994,Shirts,Topwear,1,0
9600,Shirts,Topwear,1,0
14737,Shirts,Topwear,1,0
53278,Shirts,Topwear,1,0
14048,Shirts,Topwear,1,0
13754,Shirts,Topwear,1,0
14076,Shirts,Topwear,1,0
37728,Shirts,Topwear,1,0
39802,Shirts,Topwear,1,0
9656,Shirts,Topwear,1,0
23954,Shirts,Topwear,1,0
26786,Shirts,Topwear,1,0
16541,Shirts,Topwear,1,0
9256,Shirts,Topwear,1,0
11030,Shirts,Topwear,1,0
13412,Shirts,Topwear,1,0
8162,Shirts,Topwear,1,0
26057,Shirts,Topwear,1,0
27884,Shirts,Topwear,1,0
8782,Shirts,Topwear,1,0
12665,Shirts,Topwear,1,0
5948,Shirts,Topwear,1,0
8159,Shirts,Topwear,1,0
9726,Shirts,Topwear,1,0
43037,Shirts,Topwear,1,0
13396,Shirts,Topwear,1,0
13880,Shirts,Topwear,1,0
11089,Shirts,Topwear,1,0
13744,Shirts,Topwear,1,0
48373,Shirts,Topwear,1,0
13403,Shirts,Topwear,1,0
53264,Shirts,Topwear,1,0
14711,Shirts,Topwear,1,0
8197,Shirts,Topwear,1,0
9752,Shirts,Topwear,1,0
22382,Shirts,Topwear,1,0
13745,Shirts,Topwear,1,0
11057,Shirts,Topwear,1,0
32503,Shirts,Topwear,1,0
9792,Shirts,Topwear,1,0
11043,Shirts,Topwear,1,0
12364,Shirts,Topwear,1,0
26425,Shirts,Topwear,1,0
11691,Shirts,Topwear,1,0
58807,Shirts,Topwear,1,0
59446,Shirts,Topwear,1,0
21023,Shirts,Topwear,1,0
26959,Shirts,Topwear,1,0
51414,Shirts,Topwear,1,0
14741,Shirts,Topwear,1,0
9415,Shirts,Topwear,1,0
15703,Shirts,Topwear,1,0
30106,Shirts,Topwear,1,0
8855,Shirts,Topwear,1,0
40261,Shirts,Topwear,1,0
5963,Shirts,Topwear,1,0
8800,Shirts,Topwear,1,0
29696,Shirts,Topwear,1,0
9522,Shirts,Topwear,1,0
27866,Shirts,Topwear,1,0
37740,Shirts,Topwear,1,0
13739,Shirts,Topwear,1,0
12180,Shirts,Topwear,1,0
10430,Shirts,Topwear,1,0
11088,Shirts,Topwear,1,0
29290,Shirts,Topwear,1,0
13394,Shirts,Topwear,1,0
26056,Shirts,Topwear,1,0
8899,Shirts,Topwear,1,0
19712,Shirts,Topwear,1,0
58793,Shirts,Topwear,1,0
36205,Shirts,Topwear,1,0
11062,Shirts,Topwear,1,0
13463,Shirts,Topwear,1,0
14673,Shirts,Topwear,1,0
15150,Shirts,Topwear,1,0
39727,Shirts,Topwear,1,0
17725,Shirts,Topwear,1,0
56770,Shirts,Topwear,1,0
23959,Shirts,Topwear,1,0
44668,Shirts,Topwear,1,0
19705,Shirts,Topwear,1,0
8149,Shirts,Topwear,1,0
59444,Shirts,Topwear,1,0
44676,Shirts,Topwear,1,0
16818,Shirts,Topwear,1,0
37760,Shirts,Topwear,1,0
29798,Shirts,Topwear,1,0
9667,Shirts,Topwear,1,0
8869,Shirts,Topwear,1,0
5941,Shirts,Topwear,1,0
16793,Shirts,Topwear,1,0
13332,Shirts,Topwear,1,0
46239,Shirts,Topwear,1,0
11712,Shirts,Topwear,1,0
14778,Shirts,Topwear,1,0
26390,Shirts,Topwear,1,0
10474,Shirts,Topwear,1,0
22390,Shirts,Topwear,1,0
10481,Shirts,Topwear,1,0
15999,Shirts,Topwear,1,0
19831,Shirts,Topwear,1,0
33292,Shirts,Topwear,1,0
8191,Shirts,Topwear,1,0
11711,Shirts,Topwear,1,0
6042,Shirts,Topwear,1,0
9479,Shirts,Topwear,1,0
27266,Shirts,Topwear,1,0
13877,Shirts,Topwear,1,0
4973,Shirts,Topwear,1,0
26055,Shirts,Topwear,1,0
8863,Shirts,Topwear,1,0
20143,Shirts,Topwear,1,0
22376,Shirts,Topwear,1,0
13311,Shirts,Topwear,1,0
23198,Shirts,Topwear,1,0
26812,Shirts,Topwear,1,0
11999,Shirts,Topwear,1,0
16526,Shirts,Topwear,1,0
5999,Shirts,Topwear,1,0
29279,Shirts,Topwear,1,0
12175,Shirts,Topwear,1,0
9567,Shirts,Topwear,1,0
13873,Shirts,Topwear,1,0
33553,Shirts,Topwear,1,0
8467,Shirts,Topwear,1,0
23079,Shirts,Topwear,1,0
19184,Shirts,Topwear,1,0
2101,Shirts,Topwear,1,0
17541,Shirts,Topwear,1,0
16341,Shirts,Topwear,1,0
29773,Shirts,Topwear,1,0
16527,Shirts,Topwear,1,0
9425,Shirts,Topwear,1,0
14512,Shirts,Topwear,1,0
13323,Shirts,Topwear,1,0
23030,Shirts,Topwear,1,0
12471,Shirts,Topwear,1,0
13395,Shirts,Topwear,1,0
26062,Shirts,Topwear,1,0
15969,Shirts,Topwear,1,0
46378,Shirts,Topwear,1,0
57284,Shirts,Topwear,1,0
22399,Shirts,Topwear,1,0
59298,Shirts,Topwear,1,0
13414,Shirts,Topwear,1,0
9882,Shirts,Topwear,1,0
19721,Shirts,Topwear,1,0
37131,Shirts,Topwear,1,0
12374,Shirts,Topwear,1,0
24283,Shirts,Topwear,1,0
18921,Shirts,Topwear,1,0
9738,Shirts,Topwear,1,0
58810,Shirts,Topwear,1,0
17169,Shirts,Topwear,1,0
8720,Shirts,Topwear,1,0
12014,Shirts,Topwear,1,0
33250,Shirts,Topwear,1,0
27553,Shirts,Topwear,1,0
10367,Shirts,Topwear,1,0
22359,Shirts,Topwear,1,0
20137,Shirts,Topwear,1,0
59299,Shirts,Topwear,1,0
13322,Shirts,Topwear,1,0
15914,Shirts,Topwear,1,0
58795,Shirts,Topwear,1,0
29272,Shirts,Topwear,1,0
16299,Shirts,Topwear,1,0
7170,Shirts,Topwear,1,0
31639,Shirts,Topwear,1,0
8817,Shirts,Topwear,1,0
33492,Shirts,Topwear,1,0
14765,Shirts,Topwear,1,0
14643,Shirts,Topwear,1,0
20153,Shirts,Topwear,1,0
10818,Shirts,Topwear,1,0
17544,Shirts,Topwear,1,0
28807,Shirts,Topwear,1,0
11377,Shirts,Topwear,1,0
8801,Shirts,Topwear,1,0
21022,Shirts,Topwear,1,0
11147,Shirts,Topwear,1,0
13878,Shirts,Topwear,1,0
9570,Shirts,Topwear,1,0
29636,Shirts,Topwear,1,0
33260,Shirts,Topwear,1,0
12259,Shirts,Topwear,1,0
11046,Shirts,Topwear,1,0
34028,Shirts,Topwear,1,0
8723,Shirts,Topwear,1,0
8803,Shirts,Topwear,1,0
27856,Shirts,Topwear,1,0
27154,Shirts,Topwear,1,0
41661,Shirts,Topwear,1,0
12230,Shirts,Topwear,1,0
15087,Shirts,Topwear,1,0
5982,Shirts,Topwear,1,0
20124,Shirts,Topwear,1,0
9664,Shirts,Topwear,1,0
9248,Shirts,Topwear,1,0
34045,Shirts,Topwear,1,0
6788,Shirts,Topwear,1,0
25528,Shirts,Topwear,1,0
22471,Shirts,Topwear,1,0
10816,Shirts,Topwear,1,0
6004,Shirts,Topwear,1,0
26042,Shirts,Topwear,1,0
20368,Shirts,Topwear,1,0
11165,Shirts,Topwear,1,0
48371,Shirts,Topwear,1,0
11708,Shirts,Topwear,1,0
14642,Shirts,Topwear,1,0
43587,Shirts,Topwear,1,0
36857,Shirts,Topwear,1,0
13662,Shirts,Topwear,1,0
